,Emp No,Month,Department,rank,week_ot,weekend_ot,night_ot,net_ot,weekend_ratio
223,23,2,C,G1D,19.28571428571429,2.857142857142857,2.857142857142857,16.42857142857143,0.17391304347826086
224,24,2,D,G3,21.73913043478261,4.761904761904762,1.7391304347826089,16.977225672877847,0.2804878048780488
225,25,2,B,G3,2.608695652173913,5.714285714285714,0.0,12.0,0.0
226,26,2,D,G1S,12.5,3.75,2.5,8.75,0.42857142857142855
227,27,2,A,G2,9.09090909090909,9.09090909090909,5.454545454545454,11.0,0.0
228,28,2,A,G3,15.65217391304348,5.714285714285714,6.9565217391304355,9.937888198757765,0.575
229,29,2,C,G1D,12.142857142857144,7.142857142857143,1.4285714285714286,5.000000000000001,1.0
230,30,2,D,G3,11.304347826086957,4.761904761904762,6.9565217391304355,6.542443064182195,0.7278481012658227
231,31,2,D,G3,18.260869565217394,1.9047619047619047,0.8695652173913044,16.35610766045549,0.11645569620253161
232,32,2,A,G3,20.0,2.857142857142857,6.086956521739131,17.142857142857142,0.16666666666666669
233,33,2,A,G1D,0.7142857142857143,4.285714285714286,2.857142857142857,7.0,0.0
234,34,2,A,G1S,15.625,1.25,3.75,14.375,0.08695652173913043
235,35,2,B,G2,27.27272727272727,7.2727272727272725,0.0,19.999999999999996,0.3636363636363637
236,36,2,A,G1D,23.571428571428573,5.714285714285714,7.857142857142858,17.857142857142858,0.32
237,37,2,B,G3,25.217391304347828,8.571428571428571,6.086956521739131,16.64596273291926,0.5149253731343282
238,38,2,A,G3,11.304347826086957,7.619047619047619,9.56521739130435,3.6853002070393384,1.0
239,39,2,B,G2,0.9090909090909091,0.9090909090909091,3.6363636363636362,11.0,0.0
240,40,2,A,G3,1.7391304347826089,0.0,2.608695652173913,1.7391304347826089,0.0
241,41,2,D,G1S,13.75,0.0,0.625,13.75,0.0
242,42,2,B,G3,6.086956521739131,9.523809523809524,0.8695652173913044,12.0,0.0
243,43,2,C,G2,0.0,5.454545454545454,0.0,11.0,0.0
244,44,2,B,G1D,7.857142857142858,3.5714285714285716,4.285714285714286,4.2857142857142865,0.8333333333333333
245,45,2,B,G1S,19.375,1.875,6.25,17.5,0.10714285714285714
246,46,2,C,G1S,21.875,6.25,6.25,15.625,0.4
247,47,2,C,G1D,10.0,2.142857142857143,6.428571428571429,7.857142857142858,0.2727272727272727
248,48,2,C,G1D,16.42857142857143,2.142857142857143,5.0,14.285714285714288,0.14999999999999997
249,49,2,C,G1D,25.0,7.857142857142858,0.7142857142857143,17.142857142857142,0.45833333333333337
250,50,2,B,G3,10.434782608695652,4.761904761904762,6.9565217391304355,5.6728778467908905,0.8394160583941606
251,51,2,A,G1D,25.0,1.4285714285714286,6.428571428571429,23.571428571428573,0.0606060606060606
252,52,2,D,G3,11.304347826086957,2.857142857142857,9.56521739130435,8.4472049689441,0.3382352941176471
253,53,2,B,G1S,20.625,0.0,1.25,20.625,0.0
254,54,2,A,G1D,3.5714285714285716,4.285714285714286,2.857142857142857,7.0,0.0
255,55,2,C,G3,19.1304347826087,6.666666666666666,5.217391304347826,12.463768115942033,0.5348837209302324
256,56,2,C,G3,1.7391304347826089,1.9047619047619047,7.82608695652174,12.0,0.0
257,57,2,D,G2,6.363636363636363,4.545454545454545,0.0,1.8181818181818183,1.0
258,58,2,A,G1S,23.125,1.875,3.125,21.25,0.08823529411764706
259,59,2,B,G2,38.18181818181818,3.6363636363636362,8.181818181818182,34.54545454545455,0.10526315789473684
260,60,2,A,G1D,25.0,1.4285714285714286,7.142857142857143,23.571428571428573,0.0606060606060606
261,61,2,C,G1S,15.625,1.875,5.0,13.75,0.13636363636363635
262,62,2,C,G3,16.521739130434785,2.857142857142857,4.347826086956522,13.664596273291927,0.20909090909090908
263,63,2,B,G3,4.347826086956522,3.8095238095238093,6.9565217391304355,0.5383022774327131,1.0
264,64,2,B,G3,13.913043478260871,8.571428571428571,9.56521739130435,5.3416149068323,1.0
265,65,2,C,G1D,10.714285714285715,7.857142857142858,2.142857142857143,2.8571428571428577,1.0
266,66,2,A,G1S,15.0,1.875,4.375,13.125,0.14285714285714285
267,67,2,C,G3,7.82608695652174,10.476190476190476,0.8695652173913044,12.0,0.0
268,68,2,D,G2,29.999999999999996,5.454545454545454,8.181818181818182,24.545454545454543,0.22222222222222224
269,69,2,A,G3,15.65217391304348,0.0,5.217391304347826,15.65217391304348,0.0
270,70,2,D,G2,24.545454545454543,0.9090909090909091,8.181818181818182,23.636363636363633,0.038461538461538464
271,71,2,A,G3,24.347826086956523,9.523809523809524,0.0,14.824016563147,0.6424581005586592
272,72,2,D,G1D,1.4285714285714286,4.285714285714286,7.857142857142858,7.0,0.0
273,73,2,B,G1S,3.125,5.625,5.625,4.0,0.0
274,74,2,D,G1D,18.571428571428573,5.714285714285714,0.0,12.857142857142858,0.4444444444444444
275,75,2,A,G2,10.909090909090908,1.8181818181818181,2.727272727272727,9.09090909090909,0.2
276,76,2,A,G1S,24.375,3.125,4.375,21.25,0.14705882352941177
277,77,2,C,G1D,14.285714285714286,0.7142857142857143,2.857142857142857,13.571428571428573,0.05263157894736842
278,78,2,B,G1D,11.428571428571429,3.5714285714285716,7.857142857142858,7.857142857142858,0.45454545454545453
279,79,2,A,G2,0.0,6.363636363636363,7.2727272727272725,11.0,0.0
280,80,2,D,G2,35.45454545454545,0.0,3.6363636363636362,35.45454545454545,0.0
281,81,2,A,G3,14.782608695652176,6.666666666666666,0.0,8.11594202898551,0.8214285714285712
282,82,2,C,G1D,20.0,5.0,0.7142857142857143,15.0,0.3333333333333333
283,83,2,D,G1D,12.857142857142858,2.857142857142857,6.428571428571429,10.0,0.2857142857142857
284,84,2,C,G1D,5.714285714285714,5.714285714285714,5.0,7.0,0.0
285,85,2,D,G1S,21.25,6.875,1.875,14.375,0.4782608695652174
286,86,2,D,G1S,0.625,0.625,1.875,4.0,0.0
287,87,2,B,G2,12.727272727272727,10.0,7.2727272727272725,2.7272727272727266,1.0
288,88,2,A,G2,36.36363636363636,0.9090909090909091,4.545454545454545,35.45454545454545,0.02564102564102564
289,89,2,B,G1S,1.875,3.125,1.25,4.0,0.0
290,90,2,B,G2,7.2727272727272725,6.363636363636363,3.6363636363636362,0.9090909090909092,1.0
291,91,2,D,G3,22.608695652173914,3.8095238095238093,0.0,18.799171842650104,0.2026431718061674
292,92,2,D,G1S,15.0,3.75,3.75,11.25,0.3333333333333333
293,93,2,D,G2,35.45454545454545,5.454545454545454,4.545454545454545,30.0,0.1818181818181818
294,94,2,B,G1D,7.142857142857143,2.142857142857143,5.0,5.0,0.42857142857142855
295,95,2,D,G2,16.363636363636363,10.0,3.6363636363636362,6.363636363636363,1.0
296,96,2,A,G2,8.181818181818182,7.2727272727272725,4.545454545454545,0.9090909090909092,1.0
297,97,2,B,G1D,28.571428571428573,1.4285714285714286,0.0,27.142857142857146,0.05263157894736842
298,98,2,C,G1S,7.5,1.875,4.375,5.625,0.3333333333333333
299,99,2,B,G3,33.913043478260875,7.619047619047619,7.82608695652174,26.293995859213254,0.289763779527559
300,100,2,B,G1S,20.0,3.125,2.5,16.875,0.18518518518518517
301,101,2,B,G1D,14.285714285714286,2.857142857142857,5.0,11.428571428571429,0.25
302,102,2,A,G1D,11.428571428571429,2.857142857142857,5.0,8.571428571428571,0.33333333333333337
303,103,2,C,G1S,15.0,1.875,4.375,13.125,0.14285714285714285
304,104,2,D,G1D,13.571428571428573,4.285714285714286,6.428571428571429,9.285714285714288,0.4615384615384614
305,105,2,D,G1D,30.714285714285715,2.857142857142857,6.428571428571429,27.857142857142858,0.10256410256410256
306,106,2,A,G1D,23.571428571428573,5.714285714285714,0.7142857142857143,17.857142857142858,0.32
